X Coordinate,Y Coordinate
426.974528,997.240090
428.587765,995.671693
429.294872,994.964587
430.001979,994.257480
430.709086,993.550373
431.416193,992.843266
432.123299,992.136159
432.830406,991.429053
433.537513,990.721946
434.244620,990.014839
434.951726,989.307732
435.658833,988.600625
436.365940,987.893519
437.073047,987.186412
437.780154,986.479305
438.487260,985.772198
439.194367,985.065092
439.901474,984.357985
440.608581,983.650878
441.315688,982.943771
442.022794,982.236664
442.729901,981.529558
443.437008,980.822451
444.144115,980.115344
444.851221,979.408237
445.558328,978.701131
446.265435,977.994024
446.972542,977.286917
447.679649,976.579810
448.386755,975.872703
449.093862,975.165597
449.800969,974.458490
450.508076,973.751383
451.215182,973.044276
451.922289,972.337170
452.629396,971.630063
453.336503,970.922956
454.043610,970.215849
454.750716,969.508742
455.457823,968.801636
456.164930,968.094529
456.872037,967.387422
457.579143,966.680315
458.286250,965.973208
458.993357,965.266102
459.700464,964.558995
460.407571,963.851888
461.114677,963.144781
461.821784,962.437675
462.528891,961.730568
463.235998,961.023461
463.943105,960.316354
464.650211,959.609247
465.357318,958.902141
466.064425,958.195034
466.771532,957.487927
467.478638,956.780820
468.185745,956.073714
468.892852,955.366607
469.599959,954.659500
470.307066,953.952393
471.014172,953.245286
471.721279,952.538180
472.428386,951.831073
473.135493,951.123966
473.842599,950.416859
474.549706,949.709753
475.256813,949.002646
475.963920,948.295539
476.671027,947.588432
477.378133,946.881325
478.085240,946.174219
478.792347,945.467112
479.499454,944.760005
480.206560,944.052898
480.913667,943.345791
481.620774,942.638685
482.327881,941.931578
483.034988,941.224471
483.742094,940.517364
484.449201,939.810258
485.156308,939.103151
485.863415,938.396044
486.570522,937.688937
487.277628,936.981830
487.984735,936.274724
488.691842,935.567617
489.398949,934.860510
490.106055,934.153403
490.813162,933.446297
491.520269,932.739190
492.227376,932.032083
492.934483,931.324976
493.641589,930.617869
494.348696,929.910763
495.055803,929.203656
495.762910,928.496549
496.470016,927.789442
497.177123,927.082336
497.884230,926.375229
498.591337,925.668122
499.298444,924.961015
500.005550,925.668122
500.712657,926.375229
501.419764,927.082336
502.126871,927.789442
502.833977,928.496549
503.541084,929.203656
504.248191,929.910763
504.955298,930.617869
505.662405,931.324976
506.369511,932.032083
507.076618,932.739190
507.783725,933.446297
508.490832,934.153403
509.197939,934.860510
509.905045,935.567617
510.612152,936.274724
511.319259,936.981830
512.026366,937.688937
512.733472,938.396044
513.440579,939.103151
514.147686,939.810258
514.854793,940.517364
515.561900,941.224471
516.269006,941.931578
516.976113,942.638685
517.683220,943.345791
518.390327,944.052898
519.097433,944.760005
519.804540,945.467112
520.511647,946.174219
521.218754,946.881325
521.925861,947.588432
522.632967,948.295539
523.340074,949.002646
524.047181,949.709753
524.754288,950.416859
525.461394,951.123966
526.168501,951.831073
526.875608,952.538180
527.582715,953.245286
528.289822,953.952393
528.996928,954.659500
529.704035,955.366607
530.411142,956.073714
531.118249,956.780820
531.825356,957.487927
532.532462,958.195034
533.239569,958.902141
533.946676,959.609247
534.653783,960.316354
535.360889,961.023461
536.067996,961.730568
536.775103,962.437675
537.482210,963.144781
538.189317,963.851888
538.896423,964.558995
539.603530,965.266102
540.310637,965.973208
541.017744,966.680315
541.724850,967.387422
542.431957,968.094529
543.139064,968.801636
543.846171,969.508742
544.553278,970.215849
545.260384,970.922956
545.967491,971.630063
546.674598,972.337170
547.381705,973.044276
548.088811,973.751383
548.795918,974.458490
549.503025,975.165597
550.210132,975.872703
550.917239,976.579810
551.624345,977.286917
552.331452,977.994024
553.038559,978.701131
553.745666,979.408237
554.452773,980.115344
555.159879,980.822451
555.866986,981.529558
556.574093,982.236664
557.281200,982.943771
557.988306,983.650878
558.695413,984.357985
559.402520,985.065092
560.109627,985.772198
560.816734,986.479305
561.523840,987.186412
562.230947,987.893519
562.938054,988.600625
563.645161,989.307732
564.352267,990.014839
565.059374,990.721946
565.766481,991.429053
566.473588,992.136159
567.180695,992.843266
567.887801,993.550373
568.594908,994.257480
569.302015,994.964587
570.009122,995.671693
571.611985,997.250692
573.238351,998.805470
574.887855,1000.335680
576.560127,1001.840975
578.254788,1003.321018
579.971459,1004.775476
581.709753,1006.204020
583.469278,1007.606331
585.249640,1008.982092
587.050436,1010.330994
588.871263,1011.652733
590.711711,1012.947012
592.571365,1014.213540
594.449806,1015.452031
596.346614,1016.662208
598.261359,1017.843797
600.193613,1018.996534
602.142940,1020.120158
604.108901,1021.214417
606.091054,1022.279064
608.088953,1023.313860
610.102149,1024.318573
612.130188,1025.292976
614.172615,1026.236850
616.228970,1027.149982
618.298790,1028.032167
620.381609,1028.883207
622.476959,1029.702911
624.584368,1030.491092
626.703363,1031.247576
628.833466,1031.972190
630.974198,1032.664773
633.125078,1033.325168
635.285621,1033.953226
637.455342,1034.548807
639.633752,1035.111777
641.820361,1035.642008
644.014678,1036.139382
646.216208,1036.603786
648.424456,1037.035116
650.638925,1037.433275
652.859117,1037.798174
655.084533,1038.129730
657.314672,1038.427868
659.549032,1038.692523
661.787110,1038.923633
664.028402,1039.121147
666.272405,1039.285021
668.518614,1039.415218
670.766523,1039.511709
673.015627,1039.574471
675.265418,1039.603491
677.515392,1039.598762
679.765042,1039.560285
682.013862,1039.488069
684.261345,1039.382130
686.506987,1039.242492
688.750281,1039.069186
690.990724,1038.862252
693.227811,1038.621735
695.461038,1038.347691
697.689904,1038.040180
699.913906,1037.699272
702.132545,1037.325044
704.345321,1036.917579
706.551737,1036.476970
708.751295,1036.003316
710.943501,1035.496722
713.127862,1034.957304
715.303886,1034.385182
717.471084,1033.780486
719.628968,1033.143350
721.777053,1032.473920
723.914855,1031.772344
726.041893,1031.038782
728.157689,1030.273398
730.261767,1029.476364
732.353652,1028.647860
734.432876,1027.788072
736.498969,1026.897194
738.551467,1025.975425
740.589908,1025.022974
742.613833,1024.040055
744.622788,1023.026888
746.616320,1021.983702
748.593980,1020.910732
750.555324,1019.808219
752.499910,1018.676410
754.427300,1017.515562
756.337062,1016.325934
758.228766,1015.107794
760.101985,1013.861417
761.956298,1012.587083
763.791288,1011.285079
765.606543,1009.955697
767.401654,1008.599238
769.176216,1007.216005
770.929831,1005.806310
772.662104,1004.370471
774.372646,1002.908810
776.061071,1001.421656
777.727000,999.909344
779.370057,998.372215
780.989873,996.810613
782.586084,995.224891
784.158331,993.615404
785.706259,991.982516
787.229521,990.326594
788.727774,988.648010
790.200680,986.947142
791.647908,985.224372
793.069133,983.480089
794.464035,981.714684
795.832300,979.928555
797.173620,978.122104
798.487693,976.295737
799.774224,974.449865
801.032923,972.584903
802.263507,970.701272
803.465700,968.799394
804.639230,966.879699
805.783833,964.942616
806.899253,962.988584
807.985238,961.018040
809.041544,959.031429
810.067933,957.029197
811.064174,955.011796
812.030043,952.979678
812.965322,950.933302
813.869802,948.873127
814.743279,946.799617
815.585556,944.713239
816.396444,942.614461
817.175760,940.503757
817.923329,938.381601
818.638983,936.248471
819.322561,934.104846
819.973908,931.951210
820.592879,929.788045
821.179334,927.615840
821.733141,925.435083
822.254176,923.246264
822.742321,921.049876
823.197467,918.846413
823.619510,916.636372
824.008357,914.420248
824.363919,912.198542
824.686118,909.971752
824.974879,907.740379
825.230138,905.504927
825.451838,903.265897
825.639929,901.023794
825.794369,898.779122
825.915123,896.532386
826.002163,894.284091
826.055470,892.034743
826.075032,889.784850
826.060845,887.534915
826.012911,885.285447
825.931243,883.036951
825.815857,880.789933
825.666780,878.544898
825.484046,876.302352
825.267696,874.062799
825.017777,871.826743
824.734348,869.594687
824.417470,867.367134
824.067216,865.144584
823.683665,862.927538
823.266902,860.716494
822.817022,858.511951
822.334125,856.314403
821.818321,854.124346
821.269725,851.942271
820.688461,849.768671
820.074660,847.604034
819.428459,845.448848
818.750005,843.303596
818.039449,841.168762
817.296952,839.044826
816.522680,836.932267
815.716809,834.831558
814.879519,832.743174
814.010998,830.667583
813.111442,828.605253
812.181054,826.556648
811.220042,824.522229
810.228624,822.502453
809.207021,820.497775
808.155464,818.508646
807.074190,816.535514
805.963442,814.578822
804.823469,812.639011
803.654528,810.716517
802.456883,808.811773
801.230802,806.925207
799.976562,805.057244
798.694444,803.208304
797.384738,801.378803
796.047737,799.569152
794.683743,797.779760
793.293063,796.011027
791.876009,794.263354
790.432901,792.537132
788.964062,790.832750
787.469824,789.150591
785.950523,787.491034
784.406500,785.854453
782.838103,784.241215
780.009722,781.398803
777.181340,778.556391
774.352959,775.713979
771.524578,772.871567
768.696197,770.029155
765.867816,767.186742
763.039435,764.344330
760.211054,761.501918
757.382673,758.659506
754.554292,755.817094
751.725911,752.974682
748.897530,750.132270
746.069149,747.289857
743.240768,744.447445
740.412387,741.605033
737.584006,738.762621
734.755625,735.920209
731.927244,733.077797
729.098863,730.235384
726.270482,727.392972
723.442101,724.550560
720.613720,721.708148
717.785339,718.865736
714.956958,716.023324
712.128577,713.180912
709.300196,710.338499
706.471815,707.496087
703.643434,704.653675
700.815053,701.811263
697.986672,698.968851
695.158291,696.126439
692.329910,693.284026
689.501529,690.441614
686.673148,687.599202
683.844767,684.756790
681.016386,681.914378
678.188005,679.071966
675.359624,676.229554
672.531243,673.387141
669.702862,670.544729
666.874480,667.702317
664.046099,664.859905
661.217718,662.017493
658.389337,659.175081
655.560956,656.332668
652.732575,653.490256
649.904194,650.647844
647.075813,647.805432
644.247432,644.963020
641.419051,642.120608
638.590670,639.278196
635.762289,636.435783
632.933908,633.593371
630.105527,630.750959
627.277146,627.908547
624.448765,625.066135
621.620384,622.223723
618.792003,619.381310
615.963622,616.538898
613.135241,613.696486
610.306860,610.854074
607.478479,608.011662
604.650098,605.169250
601.821717,602.326838
598.993336,599.484425
596.164955,596.642013
593.336574,593.799601
590.508193,590.957189
587.679812,588.114777
584.851431,585.272365
582.023050,582.429952
579.194669,579.587540
576.366288,576.745128
573.537907,573.902716
570.709526,571.060304
567.881145,568.217892
565.052764,565.375480
562.224383,562.533067
559.396002,559.690655
556.567621,556.848243
553.739239,554.005831
550.910858,551.163419
548.082477,548.321007
545.254096,545.478594
542.425715,542.636182
539.597334,539.793770
536.768953,536.951358
533.940572,534.108946
531.112191,531.266534
528.283810,528.424122
525.455429,525.581709
522.627048,522.739297
519.798667,519.896885
516.970286,517.054473
514.141905,514.212061
511.313524,511.369649
508.485143,508.527236
505.656762,505.684824
502.828381,502.842412
500.000000,500.000000
